split,accuracy,balanced_accuracy,precision_spam,recall_spam,f1_spam
train,0.9608610567514677,0.960553355945475,0.9383430822490152,0.9592994874298267,0.9487055699716372
validation,0.9515653775322284,0.9513002858537265,0.9236242884250474,0.9502196193265008,0.9367332210728891
test,0.9438305709023941,0.9427818361414207,0.9148430066603235,0.9385065885797951,0.9265237292218742
