split,accuracy,balanced_accuracy,precision_spam,recall_spam,f1_spam
train,0.992126165534707,0.9897218450378449,0.9991911398705824,0.9799243348791798,0.989463955637708
validation,0.930755064456722,0.9180538215668215,0.9456579648375066,0.8662762323084432,0.9042282221090168
test,0.9220994475138121,0.9077384470880465,0.9385113268608414,0.849194729136164,0.8916218293620292
